Employee,Employee_Name,Is_Guest,Date,Status,Location,Day,,
1953,HarperMurphy,,27-02-2024,WFO,Bangalore,Tuesday,,
1941,EvelynHall,,27-02-2024,WFH,Bangalore,Tuesday,,
1973,EmmaBishop,,27-02-2024,WFO,Bangalore,Tuesday,,
2214,Shawn Peterson,,27-02-2024,WFO,Bangalore,Tuesday,,
2017,AlexanderShaw,,27-02-2024,WFO,Bangalore,Tuesday,,
2018,LaylaCameron,,27-02-2024,WFH,Bangalore,Tuesday,,
2056,BrooklynHernandez,,27-02-2024,WFO,Bangalore,Tuesday,,
2057,GabrielLee,1,27-02-2024,WFH,Bangalore,Tuesday,,
2058,Mukund,1,27-02-2024,WFH,Bangalore,Tuesday,,
2005,MilaRodriguez,,27-02-2024,WFH,Bangalore,Tuesday,,
2024,PhoebePerry,,27-02-2024,WFH,Bangalore,Tuesday,,
2002,LeahGeorge,,27-02-2024,WFH,Bangalore,Tuesday,,
2059,Sundar,1,27-02-2024,WFH,Bangalore,Tuesday,,
2224,Blake Allen,,27-02-2024,WFO,Bangalore,Tuesday,,
2022,ScarlettKing,,27-02-2024,WFH,Bangalore,Tuesday,,
1946,SiennaFoster,,27-02-2024,WFH,Bangalore,Tuesday,,
2218,Jesse Morgan,,27-02-2024,WFH,Bangalore,Tuesday,,
2213,Elliot Powell,,27-02-2024,WFH,Bangalore,Tuesday,,
2006,LeviHudson,,27-02-2024,WFH,Bangalore,Tuesday,,
1957,EverlyMartin,,27-02-2024,WFO,Bangalore,Tuesday,,
1981,MayaWhite,,27-02-2024,WFO,Bangalore,Tuesday,,
1947,SkylarBryant,,27-02-2024,WFH,Bangalore,Tuesday,,
1781,TheodoreSanchez,,27-02-2024,WFH,Bangalore,Tuesday,,
2221,Casey Reed,,27-02-2024,WFH,Bangalore,Tuesday,,
2020,BraydenScott,,27-02-2024,WFH,Bangalore,Tuesday,,
2012,DavidRodriguez,,27-02-2024,WFO,Bangalore,Tuesday,,
2222,Alex Perry,,28-02-2024,WFH,Bangalore,Wednesday,,
1953,HarperMurphy,,28-02-2024,WFH,Bangalore,Wednesday,,
1941,EvelynHall,,28-02-2024,WFH,Bangalore,Wednesday,,
1973,EmmaBishop,,28-02-2024,WFO,Bangalore,Wednesday,,
2214,Shawn Peterson,,28-02-2024,WFO,Bangalore,Wednesday,,
2017,AlexanderShaw,,28-02-2024,WFO,Bangalore,Wednesday,,
2018,LaylaCameron,,28-02-2024,WFO,Bangalore,Wednesday,,
2056,BrooklynHernandez,,28-02-2024,WFO,Bangalore,Wednesday,,
2057,GabrielLee,1,28-02-2024,WFH,Bangalore,Wednesday,,
2058,Mukund,1,28-02-2024,WFH,Bangalore,Wednesday,,
2005,MilaRodriguez,,28-02-2024,WFH,Bangalore,Wednesday,,
2024,PhoebePerry,,28-02-2024,WFH,Bangalore,Wednesday,,
2059,Sundar,1,28-02-2024,WFH,Bangalore,Wednesday,,
2002,LeahGeorge,,28-02-2024,WFO,Bangalore,Wednesday,,
2224,Blake Allen,,28-02-2024,WFO,Bangalore,Wednesday,,
1957,EverlyMartin,,28-02-2024,WFH,Bangalore,Wednesday,,
2022,ScarlettKing,,28-02-2024,WFH,Bangalore,Wednesday,,
1946,SiennaFoster,,28-02-2024,WFH,Bangalore,Wednesday,,
2218,Jesse Morgan,,28-02-2024,WFH,Bangalore,Wednesday,,
2006,LeviHudson,,28-02-2024,WFH,Bangalore,Wednesday,,
2213,Elliot Powell,,28-02-2024,WFH,Bangalore,Wednesday,,
1981,MayaWhite,,28-02-2024,OL,Bangalore,Wednesday,,
1947,SkylarBryant,,28-02-2024,WFH,Bangalore,Wednesday,,
1781,TheodoreSanchez,,28-02-2024,WFH,Bangalore,Wednesday,,
2221,Casey Reed,,28-02-2024,WFH,Bangalore,Wednesday,,
2020,BraydenScott,,28-02-2024,WFH,Bangalore,Wednesday,,
2012,DavidRodriguez,,28-02-2024,WFO,Bangalore,Wednesday,,
1973,EmmaBishop,,29-02-2024,WFO,Bangalore,Thursday,,
2059,Sundar,1,29-02-2024,WFH,Bangalore,Thursday,,
1953,HarperMurphy,,29-02-2024,WFO,Bangalore,Thursday,,
1941,EvelynHall,,29-02-2024,WFH,Bangalore,Thursday,,
2214,Shawn Peterson,,29-02-2024,WFH,Bangalore,Thursday,,
2005,MilaRodriguez,,29-02-2024,WFH,Bangalore,Thursday,,
2018,LaylaCameron,,29-02-2024,WFH,Bangalore,Thursday,,
2017,AlexanderShaw,,29-02-2024,WFH,Bangalore,Thursday,,
2056,BrooklynHernandez,,29-02-2024,WFH,Bangalore,Thursday,,
2057,GabrielLee,1,29-02-2024,WFH,Bangalore,Thursday,,
2058,Mukund,1,29-02-2024,WFH,Bangalore,Thursday,,
2024,PhoebePerry,,29-02-2024,WFO,Bangalore,Thursday,,
2002,LeahGeorge,,29-02-2024,WFO,Bangalore,Thursday,,
2222,Alex Perry,,29-02-2024,WFH,Bangalore,Thursday,,
2224,Blake Allen,,29-02-2024,WFO,Bangalore,Thursday,,
2022,ScarlettKing,,29-02-2024,WFO,Bangalore,Thursday,,
1946,SiennaFoster,,29-02-2024,WFH,Bangalore,Thursday,,
2218,Jesse Morgan,,29-02-2024,WFO,Bangalore,Thursday,,
2213,Elliot Powell,,29-02-2024,WFH,Bangalore,Thursday,,
2006,LeviHudson,,29-02-2024,WFH,Bangalore,Thursday,,
1957,EverlyMartin,,29-02-2024,WFH,Bangalore,Thursday,,
1981,MayaWhite,,29-02-2024,WFH,Bangalore,Thursday,,
1947,SkylarBryant,,29-02-2024,WFH,Bangalore,Thursday,,
1781,TheodoreSanchez,,29-02-2024,WFH,Bangalore,Thursday,,
2221,Casey Reed,,29-02-2024,WFO,Bangalore,Thursday,,
2020,BraydenScott,,29-02-2024,WFH,Bangalore,Thursday,,
2012,DavidRodriguez,,29-02-2024,WFO,Bangalore,Thursday,,
2005,MilaRodriguez,,01-03-2024,WFH,Bangalore,Friday,,
2222,Alex Perry,,01-03-2024,WFH,Bangalore,Friday,,
1953,HarperMurphy,,01-03-2024,WFH,Bangalore,Friday,,
1941,EvelynHall,,01-03-2024,WFO,Bangalore,Friday,,
1973,EmmaBishop,,01-03-2024,WFO,Bangalore,Friday,,
2018,LaylaCameron,,01-03-2024,WFO,Bangalore,Friday,,
2024,PhoebePerry,,01-03-2024,WFO,Bangalore,Friday,,
2017,AlexanderShaw,,01-03-2024,WFH,Bangalore,Friday,,
2056,BrooklynHernandez,,01-03-2024,WFH,Bangalore,Friday,,
2002,LeahGeorge,,01-03-2024,WFH,Bangalore,Friday,,
2214,Shawn Peterson,,01-03-2024,WFO,Bangalore,Friday,,
1957,EverlyMartin,,01-03-2024,WFH,Bangalore,Friday,,
2215,Corey Wright,,01-03-2024,WFH,Bangalore,Friday,,
2020,BraydenScott,,01-03-2024,WFH,Bangalore,Friday,,
2022,ScarlettKing,,01-03-2024,WFO,Bangalore,Friday,,
1946,SiennaFoster,,01-03-2024,WFH,Bangalore,Friday,,
2218,Jesse Morgan,,01-03-2024,WFO,Bangalore,Friday,,
2213,Elliot Powell,,01-03-2024,WFH,Bangalore,Friday,,
2006,LeviHudson,,01-03-2024,WFH,Bangalore,Friday,,
2224,Blake Allen,,01-03-2024,WFO,Bangalore,Friday,,
1981,MayaWhite,,01-03-2024,WFO,Bangalore,Friday,,
1947,SkylarBryant,,01-03-2024,WFH,Bangalore,Friday,,
1781,TheodoreSanchez,,01-03-2024,WFH,Bangalore,Friday,,
2221,Casey Reed,,01-03-2024,WFO,Bangalore,Friday,,
2012,DavidRodriguez,,01-03-2024,WFH,Bangalore,Friday,,
2005,MilaRodriguez,,04-03-2024,WFH,Bangalore,Monday,,
2222,Alex Perry,,04-03-2024,WFH,Bangalore,Monday,,
1953,HarperMurphy,,04-03-2024,WFO,Bangalore,Monday,,
1941,EvelynHall,,04-03-2024,WFH,Bangalore,Monday,,
1973,EmmaBishop,,04-03-2024,WFO,Bangalore,Monday,,
2024,PhoebePerry,,04-03-2024,WFH,Bangalore,Monday,,
2018,LaylaCameron,,04-03-2024,WFH,Bangalore,Monday,,
2017,AlexanderShaw,,04-03-2024,WFH,Bangalore,Monday,,
2056,BrooklynHernandez,,04-03-2024,OL,Bangalore,Monday,,
2002,LeahGeorge,,04-03-2024,WFH,Bangalore,Monday,,
2214,Shawn Peterson,,04-03-2024,WFO,Bangalore,Monday,,
2215,Corey Wright,,04-03-2024,WFO,Bangalore,Monday,,
1957,EverlyMartin,,04-03-2024,WFH,Bangalore,Monday,,
2020,BraydenScott,,04-03-2024,WFH,Bangalore,Monday,,
2224,Blake Allen,,04-03-2024,WFO,Bangalore,Monday,,
2022,ScarlettKing,,04-03-2024,WFH,Bangalore,Monday,,
1946,SiennaFoster,,04-03-2024,WFH,Bangalore,Monday,,
2213,Elliot Powell,,04-03-2024,WFH,Bangalore,Monday,,
2006,LeviHudson,,04-03-2024,WFH,Bangalore,Monday,,
2218,Jesse Morgan,,04-03-2024,WFH,Bangalore,Monday,,
1981,MayaWhite,,04-03-2024,WFO,Bangalore,Monday,,
1947,SkylarBryant,,04-03-2024,WFH,Bangalore,Monday,,
1781,TheodoreSanchez,,04-03-2024,WFH,Bangalore,Monday,,
2221,Casey Reed,,04-03-2024,WFH,Bangalore,Monday,,
2012,DavidRodriguez,,04-03-2024,WFH,Bangalore,Monday,,
1973,EmmaBishop,,05-03-2024,WFO,Bangalore,Tuesday,,
2222,Alex Perry,,05-03-2024,WFH,Bangalore,Tuesday,,
1953,HarperMurphy,,05-03-2024,WFH,Bangalore,Tuesday,,
1941,EvelynHall,,05-03-2024,WFH,Bangalore,Tuesday,,
2215,Corey Wright,,05-03-2024,WFO,Bangalore,Tuesday,,
2005,MilaRodriguez,,05-03-2024,WFH,Bangalore,Tuesday,,
2024,PhoebePerry,,05-03-2024,WFO,Bangalore,Tuesday,,
2018,LaylaCameron,,05-03-2024,WFH,Bangalore,Tuesday,,
2017,AlexanderShaw,,05-03-2024,WFH,Bangalore,Tuesday,,
2056,BrooklynHernandez,,05-03-2024,WFO,Bangalore,Tuesday,,
2214,Shawn Peterson,,05-03-2024,WFO,Bangalore,Tuesday,,
2002,LeahGeorge,,05-03-2024,WFH,Bangalore,Tuesday,,
2012,DavidRodriguez,,05-03-2024,WFH,Bangalore,Tuesday,,
2224,Blake Allen,,05-03-2024,WFO,Bangalore,Tuesday,,
2020,BraydenScott,,05-03-2024,WFH,Bangalore,Tuesday,,
2221,Casey Reed,,05-03-2024,WFH,Bangalore,Tuesday,,
1781,TheodoreSanchez,,05-03-2024,WFH,Bangalore,Tuesday,,
1947,SkylarBryant,,05-03-2024,WFH,Bangalore,Tuesday,,
1981,MayaWhite,,05-03-2024,WFH,Bangalore,Tuesday,,
2006,LeviHudson,,05-03-2024,WFH,Bangalore,Tuesday,,
2213,Elliot Powell,,05-03-2024,WFH,Bangalore,Tuesday,,
2218,Jesse Morgan,,05-03-2024,WFO,Bangalore,Tuesday,,
1946,SiennaFoster,,05-03-2024,WFH,Bangalore,Tuesday,,
2022,ScarlettKing,,05-03-2024,WFO,Bangalore,Tuesday,,
1957,EverlyMartin,,05-03-2024,WFH,Bangalore,Tuesday,,
2005,MilaRodriguez,,06-03-2024,WFH,Bangalore,Wednesday,,
2222,Alex Perry,,06-03-2024,WFH,Bangalore,Wednesday,,
1953,HarperMurphy,,06-03-2024,WFH,Bangalore,Wednesday,,
1941,EvelynHall,,06-03-2024,WFH,Bangalore,Wednesday,,
2215,Corey Wright,,06-03-2024,WFO,Bangalore,Wednesday,,
2024,PhoebePerry,,06-03-2024,WFO,Bangalore,Wednesday,,
2018,LaylaCameron,,06-03-2024,WFH,Bangalore,Wednesday,,
2017,AlexanderShaw,,06-03-2024,WFH,Bangalore,Wednesday,,
2056,BrooklynHernandez,,06-03-2024,WFO,Bangalore,Wednesday,,
2002,LeahGeorge,,06-03-2024,WFH,Bangalore,Wednesday,,
2214,Shawn Peterson,,06-03-2024,WFH,Bangalore,Wednesday,,
1957,EverlyMartin,,06-03-2024,WFH,Bangalore,Wednesday,,
1973,EmmaBishop,,06-03-2024,WFH,Bangalore,Wednesday,,
2020,BraydenScott,,06-03-2024,WFO,Bangalore,Wednesday,,
2221,Casey Reed,,06-03-2024,WFO,Bangalore,Wednesday,,
1781,TheodoreSanchez,,06-03-2024,WFH,Bangalore,Wednesday,,
1947,SkylarBryant,,06-03-2024,WFH,Bangalore,Wednesday,,
1981,MayaWhite,,06-03-2024,OL,Bangalore,Wednesday,,
2012,DavidRodriguez,,06-03-2024,WFH,Bangalore,Wednesday,,
2006,LeviHudson,,06-03-2024,WFH,Bangalore,Wednesday,,
2213,Elliot Powell,,06-03-2024,WFH,Bangalore,Wednesday,,
2218,Jesse Morgan,,06-03-2024,WFH,Bangalore,Wednesday,,
1946,SiennaFoster,,06-03-2024,WFH,Bangalore,Wednesday,,
2022,ScarlettKing,,06-03-2024,WFH,Bangalore,Wednesday,,
2224,Blake Allen,,06-03-2024,WFO,Bangalore,Wednesday,,
2005,MilaRodriguez,,07-03-2024,WFH,Bangalore,Thursday,,
2222,Alex Perry,,07-03-2024,WFH,Bangalore,Thursday,,
1953,HarperMurphy,,07-03-2024,WFH,Bangalore,Thursday,,
1941,EvelynHall,,07-03-2024,WFH,Bangalore,Thursday,,
2017,AlexanderShaw,,07-03-2024,WFH,Bangalore,Thursday,,
2214,Shawn Peterson,,07-03-2024,WFH,Bangalore,Thursday,,
2024,PhoebePerry,,07-03-2024,WFO,Bangalore,Thursday,,
2018,LaylaCameron,,07-03-2024,WFH,Bangalore,Thursday,,
2002,LeahGeorge,,07-03-2024,WFH,Bangalore,Thursday,,
1973,EmmaBishop,,07-03-2024,WFH,Bangalore,Thursday,,
1957,EverlyMartin,,07-03-2024,WFH,Bangalore,Thursday,,
1981,MayaWhite,,07-03-2024,WFO,Bangalore,Thursday,,
2020,BraydenScott,,07-03-2024,WFO,Bangalore,Thursday,,
2221,Casey Reed,,07-03-2024,WFO,Bangalore,Thursday,,
1781,TheodoreSanchez,,07-03-2024,CO,Bangalore,Thursday,,
1947,SkylarBryant,,07-03-2024,WFH,Bangalore,Thursday,,
2012,DavidRodriguez,,07-03-2024,WFH,Bangalore,Thursday,,
2006,LeviHudson,,07-03-2024,WFH,Bangalore,Thursday,,
2213,Elliot Powell,,07-03-2024,WFH,Bangalore,Thursday,,
2218,Jesse Morgan,,07-03-2024,WFO,Bangalore,Thursday,,
1946,SiennaFoster,,07-03-2024,WFH,Bangalore,Thursday,,
2022,ScarlettKing,,07-03-2024,WFO,Bangalore,Thursday,,
2056,BrooklynHernandez,,07-03-2024,WFO,Bangalore,Thursday,,
2224,Blake Allen,,07-03-2024,WFH,Bangalore,Thursday,,
2215,Corey Wright,,07-03-2024,WFO,Bangalore,Thursday,,
2022,ScarlettKing,,01-04-2024,WFO,Bangalore,Monday,,
2221,Casey Reed,,01-04-2024,WFH,Bangalore,Monday,,
1946,SiennaFoster,,01-04-2024,WFH,Bangalore,Monday,,
2218,Jesse Morgan,,01-04-2024,WFH,Bangalore,Monday,,
2213,Elliot Powell,,01-04-2024,WFH,Bangalore,Monday,,
2006,LeviHudson,,01-04-2024,WFH,Bangalore,Monday,,
2012,DavidRodriguez,,01-04-2024,WFO,Bangalore,Monday,,
1981,MayaWhite,,01-04-2024,WFH,Bangalore,Monday,,
1947,SkylarBryant,,01-04-2024,WFO,Bangalore,Monday,,
1781,TheodoreSanchez,,01-04-2024,WFH,Bangalore,Monday,,
2020,BraydenScott,,01-04-2024,WFH,Bangalore,Monday,,
2224,Blake Allen,,01-04-2024,WFO,Bangalore,Monday,,
1957,EverlyMartin,,01-04-2024,WFO,Bangalore,Monday,,
2002,LeahGeorge,,01-04-2024,WFH,Bangalore,Monday,,
2222,Alex Perry,,01-04-2024,WFH,Bangalore,Monday,,
1953,HarperMurphy,,01-04-2024,CO,Bangalore,Monday,,
2005,MilaRodriguez,,01-04-2024,WFH,Bangalore,Monday,,
1973,EmmaBishop,,01-04-2024,WFH,Bangalore,Monday,,
2039,ChangWill,1,01-04-2024,WFH,Bangalore,Monday,,
2038,LeahLong,1,01-04-2024,WFH,Bangalore,Monday,,
2037,LoganThomas,1,01-04-2024,WFH,Bangalore,Monday,,
2036,AdamLynch,,01-04-2024,WFH,Bangalore,Monday,,
2226,Jaden Bell,,01-04-2024,WFH,Bangalore,Monday,,
1941,EvelynHall,,01-04-2024,WFH,Bangalore,Monday,,
2215,Corey Wright,,01-04-2024,WFH,Bangalore,Monday,,
2033,FionaHarrington,,01-04-2024,WFH,Bangalore,Monday,,
2017,AlexanderShaw,,01-04-2024,WFH,Bangalore,Monday,,
2018,LaylaCameron,,01-04-2024,WFH,Bangalore,Monday,,
2024,PhoebePerry,,01-04-2024,WFO,Bangalore,Monday,,
2214,Shawn Peterson,,01-04-2024,WFH,Bangalore,Monday,,
2056,BrooklynHernandez,,01-04-2024,WFO,Bangalore,Monday,,
1973,EmmaBishop,,02-04-2024,WFH,Bangalore,Tuesday,,
2017,AlexanderShaw,,02-04-2024,WFH,Bangalore,Tuesday,,
2214,Shawn Peterson,,02-04-2024,WFH,Bangalore,Tuesday,,
2024,PhoebePerry,,02-04-2024,WFO,Bangalore,Tuesday,,
2018,LaylaCameron,,02-04-2024,WFH,Bangalore,Tuesday,,
2056,BrooklynHernandez,,02-04-2024,WFO,Bangalore,Tuesday,,
1946,SiennaFoster,,02-04-2024,WFH,Bangalore,Tuesday,,
2226,Jaden Bell,,02-04-2024,WFH,Bangalore,Tuesday,,
2036,AdamLynch,,02-04-2024,WFH,Bangalore,Tuesday,,
2037,LoganThomas,1,02-04-2024,WFH,Bangalore,Tuesday,,
2038,LeahLong,1,02-04-2024,WFH,Bangalore,Tuesday,,
2039,ChangWill,1,02-04-2024,WFH,Bangalore,Tuesday,,
1941,EvelynHall,,02-04-2024,WFO,Bangalore,Tuesday,,
2033,FionaHarrington,,02-04-2024,WFO,Bangalore,Tuesday,,
1953,HarperMurphy,,02-04-2024,CO,Bangalore,Tuesday,,
2215,Corey Wright,,02-04-2024,WFH,Bangalore,Tuesday,,
2005,MilaRodriguez,,02-04-2024,WFH,Bangalore,Tuesday,,
2222,Alex Perry,,02-04-2024,WFO,Bangalore,Tuesday,,
2218,Jesse Morgan,,02-04-2024,WFH,Bangalore,Tuesday,,
2213,Elliot Powell,,02-04-2024,WFH,Bangalore,Tuesday,,
2006,LeviHudson,,02-04-2024,WFH,Bangalore,Tuesday,,
2012,DavidRodriguez,,02-04-2024,WFO,Bangalore,Tuesday,,
1981,MayaWhite,,02-04-2024,WFH,Bangalore,Tuesday,,
1947,SkylarBryant,,02-04-2024,WFH,Bangalore,Tuesday,,
2022,ScarlettKing,,02-04-2024,WFH,Bangalore,Tuesday,,
1781,TheodoreSanchez,,02-04-2024,WFH,Bangalore,Tuesday,,
2221,Casey Reed,,02-04-2024,WFH,Bangalore,Tuesday,,
2020,BraydenScott,,02-04-2024,WFH,Bangalore,Tuesday,,
2224,Blake Allen,,02-04-2024,WFO,Bangalore,Tuesday,,
1957,EverlyMartin,,02-04-2024,WFH,Bangalore,Tuesday,,
2002,LeahGeorge,,02-04-2024,WFH,Bangalore,Tuesday,,
1941,EvelynHall,,03-04-2024,WFH,Bangalore,Wednesday,,
1973,EmmaBishop,,03-04-2024,WFH,Bangalore,Wednesday,,
2214,Shawn Peterson,,03-04-2024,WFH,Bangalore,Wednesday,,
2018,LaylaCameron,,03-04-2024,WFH,Bangalore,Wednesday,,
2017,AlexanderShaw,,03-04-2024,WFH,Bangalore,Wednesday,,
2056,BrooklynHernandez,,03-04-2024,WFO,Bangalore,Wednesday,,
2226,Jaden Bell,,03-04-2024,WFH,Bangalore,Wednesday,,
2033,FionaHarrington,,03-04-2024,WFH,Bangalore,Wednesday,,
2036,AdamLynch,,03-04-2024,WFH,Bangalore,Wednesday,,
2037,LoganThomas,1,03-04-2024,WFH,Bangalore,Wednesday,,
2038,LeahLong,1,03-04-2024,WFH,Bangalore,Wednesday,,
2039,ChangWill,1,03-04-2024,WFH,Bangalore,Wednesday,,
2215,Corey Wright,,03-04-2024,WFH,Bangalore,Wednesday,,
2222,Alex Perry,,03-04-2024,WFH,Bangalore,Wednesday,,
2024,PhoebePerry,,03-04-2024,WFH,Bangalore,Wednesday,,
2002,LeahGeorge,,03-04-2024,WFH,Bangalore,Wednesday,,
2005,MilaRodriguez,,03-04-2024,WFH,Bangalore,Wednesday,,
2022,ScarlettKing,,03-04-2024,WFO,Bangalore,Wednesday,,
1946,SiennaFoster,,03-04-2024,WFH,Bangalore,Wednesday,,
2218,Jesse Morgan,,03-04-2024,WFO,Bangalore,Wednesday,,
2213,Elliot Powell,,03-04-2024,WFH,Bangalore,Wednesday,,
2006,LeviHudson,,03-04-2024,WFH,Bangalore,Wednesday,,
2012,DavidRodriguez,,03-04-2024,WFO,Bangalore,Wednesday,,
1953,HarperMurphy,,03-04-2024,CO,Bangalore,Wednesday,,
1947,SkylarBryant,,03-04-2024,WFO,Bangalore,Wednesday,,
1781,TheodoreSanchez,,03-04-2024,WFH,Bangalore,Wednesday,,
2221,Casey Reed,,03-04-2024,WFH,Bangalore,Wednesday,,
2020,BraydenScott,,03-04-2024,WFO,Bangalore,Wednesday,,
2224,Blake Allen,,03-04-2024,WFO,Bangalore,Wednesday,,
1957,EverlyMartin,,03-04-2024,WFH,Bangalore,Wednesday,,
1981,MayaWhite,,03-04-2024,WFO,Bangalore,Wednesday,,
2002,LeahGeorge,,04-04-2024,WFH,Bangalore,Thursday,,
1957,EverlyMartin,,04-04-2024,WFH,Bangalore,Thursday,,
2224,Blake Allen,,04-04-2024,WFO,Bangalore,Thursday,,
2020,BraydenScott,,04-04-2024,WFO,Bangalore,Thursday,,
2221,Casey Reed,,04-04-2024,WFH,Bangalore,Thursday,,
1781,TheodoreSanchez,,04-04-2024,WFO,Bangalore,Thursday,,
2006,LeviHudson,,04-04-2024,WFO,Bangalore,Thursday,,
1981,MayaWhite,,04-04-2024,WFO,Bangalore,Thursday,,
2012,DavidRodriguez,,04-04-2024,WFO,Bangalore,Thursday,,
2213,Elliot Powell,,04-04-2024,WFO,Bangalore,Thursday,,
2218,Jesse Morgan,,04-04-2024,WFH,Bangalore,Thursday,,
1946,SiennaFoster,,04-04-2024,WFH,Bangalore,Thursday,,
2222,Alex Perry,,04-04-2024,WFO,Bangalore,Thursday,,
1947,SkylarBryant,,04-04-2024,WFO,Bangalore,Thursday,,
2022,ScarlettKing,,04-04-2024,WFH,Bangalore,Thursday,,
2005,MilaRodriguez,,04-04-2024,WFH,Bangalore,Thursday,,
1973,EmmaBishop,,04-04-2024,WFO,Bangalore,Thursday,,
1941,EvelynHall,,04-04-2024,WFO,Bangalore,Thursday,,
2039,ChangWill,1,04-04-2024,WFH,Bangalore,Thursday,,
2038,LeahLong,1,04-04-2024,WFO,Bangalore,Thursday,,
2037,LoganThomas,1,04-04-2024,WFO,Bangalore,Thursday,,
2036,AdamLynch,,04-04-2024,WFH,Bangalore,Thursday,,
2226,Jaden Bell,,04-04-2024,WFH,Bangalore,Thursday,,
1953,HarperMurphy,,04-04-2024,CO,Bangalore,Thursday,,
2215,Corey Wright,,04-04-2024,WFO,Bangalore,Thursday,,
2056,BrooklynHernandez,,04-04-2024,WFO,Bangalore,Thursday,,
2017,AlexanderShaw,,04-04-2024,WFH,Bangalore,Thursday,,
2018,LaylaCameron,,04-04-2024,WFO,Bangalore,Thursday,,
2024,PhoebePerry,,04-04-2024,WFO,Bangalore,Thursday,,
2033,FionaHarrington,,04-04-2024,WFH,Bangalore,Thursday,,
2214,Shawn Peterson,,04-04-2024,WFH,Bangalore,Thursday,,
1973,EmmaBishop,,05-04-2024,WFH,Bangalore,Friday,,
2214,Shawn Peterson,,05-04-2024,WFH,Bangalore,Friday,,
2018,LaylaCameron,,05-04-2024,WFH,Bangalore,Friday,,
2017,AlexanderShaw,,05-04-2024,WFH,Bangalore,Friday,,
2056,BrooklynHernandez,,05-04-2024,WFH,Bangalore,Friday,,
2215,Corey Wright,,05-04-2024,WFH,Bangalore,Friday,,
2036,AdamLynch,,05-04-2024,WFH,Bangalore,Friday,,
2226,Jaden Bell,,05-04-2024,WFH,Bangalore,Friday,,
1941,EvelynHall,,05-04-2024,WFO,Bangalore,Friday,,
2037,LoganThomas,1,05-04-2024,WFO,Bangalore,Friday,,
2038,LeahLong,1,05-04-2024,WFO,Bangalore,Friday,,
2039,ChangWill,1,05-04-2024,WFO,Bangalore,Friday,,
2033,FionaHarrington,,05-04-2024,WFH,Bangalore,Friday,,
1953,HarperMurphy,,05-04-2024,WFO,Bangalore,Friday,,
2024,PhoebePerry,,05-04-2024,WFO,Bangalore,Friday,,
2005,MilaRodriguez,,05-04-2024,WFH,Bangalore,Friday,,
1946,SiennaFoster,,05-04-2024,WFH,Bangalore,Friday,,
2222,Alex Perry,,05-04-2024,WFO,Bangalore,Friday,,
2218,Jesse Morgan,,05-04-2024,WFH,Bangalore,Friday,,
2213,Elliot Powell,,05-04-2024,WFO,Bangalore,Friday,,
2006,LeviHudson,,05-04-2024,WFO,Bangalore,Friday,,
1981,MayaWhite,,05-04-2024,WFO,Bangalore,Friday,,
1947,SkylarBryant,,05-04-2024,WFO,Bangalore,Friday,,
2012,DavidRodriguez,,05-04-2024,WFO,Bangalore,Friday,,
2221,Casey Reed,,05-04-2024,WFH,Bangalore,Friday,,
2020,BraydenScott,,05-04-2024,WFO,Bangalore,Friday,,
2224,Blake Allen,,05-04-2024,WFO,Bangalore,Friday,,
2022,ScarlettKing,,05-04-2024,WFO,Bangalore,Friday,,
1957,EverlyMartin,,05-04-2024,WFO,Bangalore,Friday,,
2002,LeahGeorge,,05-04-2024,WFH,Bangalore,Friday,,
1781,TheodoreSanchez,,05-04-2024,WFH,Bangalore,Friday,,
2017,AlexanderShaw,,08-04-2024,WFH,Bangalore,Monday,,
2214,Shawn Peterson,,08-04-2024,WFH,Bangalore,Monday,,
2024,PhoebePerry,,08-04-2024,WFH,Bangalore,Monday,,
2018,LaylaCameron,,08-04-2024,WFH,Bangalore,Monday,,
2056,BrooklynHernandez,,08-04-2024,WFH,Bangalore,Monday,,
2039,ChangWill,1,08-04-2024,WFH,Bangalore,Monday,,
2033,FionaHarrington,,08-04-2024,WFH,Bangalore,Monday,,
2226,Jaden Bell,,08-04-2024,WFH,Bangalore,Monday,,
2036,AdamLynch,,08-04-2024,WFH,Bangalore,Monday,,
2037,LoganThomas,1,08-04-2024,WFH,Bangalore,Monday,,
2038,LeahLong,1,08-04-2024,WFH,Bangalore,Monday,,
1973,EmmaBishop,,08-04-2024,WFH,Bangalore,Monday,,
2215,Corey Wright,,08-04-2024,WFH,Bangalore,Monday,,
1941,EvelynHall,,08-04-2024,WFH,Bangalore,Monday,,
2002,LeahGeorge,,08-04-2024,WFH,Bangalore,Monday,,
2222,Alex Perry,,08-04-2024,WFH,Bangalore,Monday,,
1953,HarperMurphy,,08-04-2024,WFH,Bangalore,Monday,,
2022,ScarlettKing,,08-04-2024,WFH,Bangalore,Monday,,
1946,SiennaFoster,,08-04-2024,WFH,Bangalore,Monday,,
2218,Jesse Morgan,,08-04-2024,WFH,Bangalore,Monday,,
2213,Elliot Powell,,08-04-2024,WFH,Bangalore,Monday,,
2006,LeviHudson,,08-04-2024,WFH,Bangalore,Monday,,
2012,DavidRodriguez,,08-04-2024,WFH,Bangalore,Monday,,
2221,Casey Reed,,08-04-2024,WFH,Bangalore,Monday,,
1947,SkylarBryant,,08-04-2024,WFO,Bangalore,Monday,,
1781,TheodoreSanchez,,08-04-2024,WFH,Bangalore,Monday,,
2020,BraydenScott,,08-04-2024,WFH,Bangalore,Monday,,
